fecha_cierre,NIT,Fecha_vencimiento,Dias_mora,Calificación,Saldo,Porcentaje_deterioro,Deterioro,FID,nombre_linea
31/01/2023,b7ae46db9af0cd2fdedc2bb25ee8a4aa4edebf7e4783e2c347ad6e135aedb9a1,15/09/2022,0,A,275803.92,0.0022,606.768624,f2bbc3691e081a63d467b6e33f1674181249c75f895d3b2811e330c30c15e015,Administración
31/01/2023,2a8d4c5792ef305d651390752c9a141f82cfe1c18388086dac0a5135a77b93eb,15/09/2022,0,A,2760800.0,0.0022,6073.76,ecf91c52ba49a59e97f8033c6d10d743e5457bae5368aaf57646e9a3c85efdc5,Administración
31/01/2023,c36db86a5609633d6fea68607383f99e52459afe9db8ca2084183f9da9ea7f01,15/09/2022,0,A,2070600.0,0.0022,4555.320000000001,e535d7cad5019b9adfa700d80d214fd49fdd7dc635a3de00eb6c9415cd03a383,Administración
31/01/2023,7edf93c18054bc8d947b284ee33a3801e788242959cfdd21187f2097e9bbedfa,15/09/2022,0,A,1380400.0,0.0022,3036.88,e89e7186109835ef1578aa35ca1048aebec682207bacb516f61b938ff04ab974,Administración
31/01/2023,b694691d12a1c891fbca90b8fe84ecaa9e24a2ae386e3bc8ca6b704d5aec1ab4,15/09/2022,0,A,1380400.0,0.0022,3036.88,9ac43b7fac46e5716ff047b568efb898cd93b343c4dafdd939692167280d79cb,Administración
31/01/2023,f7b9e5f011d418040701f9aca2da037a44ba21fc2c5f97b8ee7aa97782a31880,15/09/2022,0,A,1035300.0,0.0022,2277.6600000000003,582d2e9e72b0a70001027fcb11d5d41d49a8f1fa49c008523dc0d0c697743bd2,Inmobiliario
31/01/2023,54f8f14371e4bceee462066b67426d5e0db2b220cf74d6c4ae939aa19b32c2e1,15/09/2022,0,A,22574200.04,0.0022,49663.240088,b7ecf6eec967eefda3d7e73ab1bfc73ada60dc4e56851cdc4bea643e90f13f6c,Administración
31/01/2023,e70a7aa3835e5b87f748c9d08af2cee4b18e5946fe5d1f2bdb8688931fb8f51d,15/09/2022,0,A,1380400.0,0.0022,3036.88,31da98e35e6c11e65e02f2c6007621789d1affaeff03f90801ed4f7f2651ba54,Garantía
31/01/2023,83675fdff375d43a17a0e43e5582ca7d303c6f840c888ed71af776d9c42848c8,15/09/2022,0,A,17040800.0,0.0022,37489.76,7894abf2aab805f961525839506e1fba1fe5b7218da0e2868176a86648abab66,Administración
31/01/2023,389defb4a73fda5adc38c02a250a3bfc880eb6dd253ad8ed1cf587f4abb2f87e,15/09/2022,0,A,1388332.54,0.0022,3054.3315880000005,a983778add0db7e6d2d64e399c7c5a1ae1ea93c855623a505160fcc70540f90d,Administración
31/01/2023,184646975f9276d46d2709aae85a45ffb6b975e92e54416206d379197fa60c7a,15/09/2022,0,A,2070600.0,0.0022,4555.320000000001,574919b48b442ebead164b0fa29d2b286363aa9bb31d8e5678e6ea9e012afaad,Administración
31/01/2023,28ad24e74d43cd35de8b3f4b1a898433c00090882aabc74790c40f287effa04f,15/09/2022,0,A,2570400.0,0.0022,5654.88,3215cf9a1d1988f13a866a895e9459d9347e289d99da31e73cdff74c3faf0544,Inversión
31/01/2023,765a379fc6ff9318c58aef69bb0087bcd7829888dd37e52065714ec4e2bcead2,15/09/2022,0,A,2070600.0,0.0022,4555.320000000001,4dc575fccfa0d98f253b6ceceb3dcd3af543401b782904ef777b3a8e5ff194f6,Inversión
